,feature1,feature2,feature3,target
81,0.685665328288096,0.21117983879844104,0.7461107936960879,1
82,0.5938742209893769,0.1614021965306598,0.10950237376538619,0
83,0.7514134738900647,0.9881556780239754,0.8888648767241234,1
84,0.8013386662028545,0.8094921550421544,0.7378907067960321,1
85,0.36860952722929885,0.16309210753702963,0.1675444969240396,0
86,0.854350575690816,0.6515378555947379,0.4944361347729751,0
87,0.10112826902655392,0.9546468455214666,0.06709226477344687,1
88,0.39123279697800406,0.9042503875500375,0.695815784719789,1
89,0.44563965655499505,0.6002419689930736,0.5380585021291192,1
90,0.8435690728227468,0.9495199862883226,0.5026569485954621,1
91,0.9778308811166637,0.7220698807381738,0.5330409339886483,1
92,0.8296422340294908,0.14883330128167183,0.0386751237167563,1
93,0.30554081153252977,0.698114554143849,0.6722377805810393,0
94,0.4301660362429117,0.10341068911633466,0.378953517729808,0
95,0.6012820298315162,0.11688321856516981,0.2691142514861907,0
96,0.16702538527429367,0.018890895622321158,0.681984384056738,1
97,0.7227316727519785,0.9818336495607989,0.7796116319501517,0
98,0.29327455091876453,0.8396824302093121,0.06824742412777707,1
99,0.7911672362883597,0.10587264248689898,0.07777749734047767,1
